Cause,Code (Data6),Sex,Year,DALY,Mental_health_legislation,Mental_health_policy,GDP_per_Capita,Mental_health_professional,WHO_Support per 100k,Health expenditure per capita.Value
Attention-deficit_hyperactivity disorder,ITA,Male,2015,4640.792992,No data,No data,30242.38614,Nurses,23.5,2676
Attention-deficit_hyperactivity disorder,ITA,Male,2015,4640.792992,No data,No data,30242.38614,Social workers,2.6,2676
Attention-deficit_hyperactivity disorder,ITA,Male,2015,4640.792992,No data,No data,30242.38614,Psychologists,3.8,2676
Attention-deficit_hyperactivity disorder,JAM,Male,2015,525.8648903,No data,No data,5077.550984,Psychiatrists,1.2,285.59729
Attention-deficit_hyperactivity disorder,JAM,Male,2015,525.8648903,No data,No data,5077.550984,Nurses,10.3,285.59729
Attention-deficit_hyperactivity disorder,JAM,Male,2015,525.8648903,No data,No data,5077.550984,Social workers,0.5,285.59729
Attention-deficit_hyperactivity disorder,JAM,Male,2015,525.8648903,No data,No data,5077.550984,Psychologists,0.4,285.59729
Attention-deficit_hyperactivity disorder,JPN,Male,2015,4767.48173,No data,No data,34960.63938,No data,0,3755
Attention-deficit_hyperactivity disorder,JOR,Male,2015,1081.652774,No data,No data,4064.25301,No data,0,303.2345276
Attention-deficit_hyperactivity disorder,KAZ,Male,2015,1367.116731,No data,No data,10510.77032,No data,0,314
Attention-deficit_hyperactivity disorder,KEN,Male,2015,6282.29224,No data,No data,1496.653573,No data,0,71.3065033
Attention-deficit_hyperactivity disorder,KIR,Male,2015,9.20599974,No data,No data,1459.143983,Nurses,2.7,118
Attention-deficit_hyperactivity disorder,KIR,Male,2015,9.20599974,No data,No data,1459.143983,Social workers,0.9,118
Attention-deficit_hyperactivity disorder,PRK,Male,2015,2940.849519,No data,No data,0,No data,0,0
Attention-deficit_hyperactivity disorder,KOR,Male,2015,2273.167314,No data,No data,28737.43917,No data,0,1894.347534
Attention-deficit_hyperactivity disorder,KWT,Male,2015,405.0765756,No data,No data,29315.19851,No data,0,1235.618896
Attention-deficit_hyperactivity disorder,KGZ,Male,2015,535.1374047,No data,No data,1121.082696,No data,0,81
Attention-deficit_hyperactivity disorder,LAO,Male,2015,369.3909755,No data,No data,2125.459057,No data,0,52.15144348
Attention-deficit_hyperactivity disorder,LVA,Male,2015,122.4658809,No data,No data,13786.4568,Psychiatrists,10,776
Attention-deficit_hyperactivity disorder,LVA,Male,2015,122.4658809,No data,No data,13786.4568,Nurses,22.8,776
Attention-deficit_hyperactivity disorder,LBN,Male,2015,1177.063673,No data,No data,7802.751368,Psychiatrists,1.2,578.645813
Attention-deficit_hyperactivity disorder,LBN,Male,2015,1177.063673,No data,No data,7802.751368,Nurses,3.1,578.645813
Attention-deficit_hyperactivity disorder,LBN,Male,2015,1177.063673,No data,No data,7802.751368,Social workers,1.3,578.645813
Attention-deficit_hyperactivity disorder,LBN,Male,2015,1177.063673,No data,No data,7802.751368,Psychologists,3.3,578.645813
Attention-deficit_hyperactivity disorder,LSO,Male,2015,244.3604785,No data,No data,1113.836835,No data,0,104.4047089
Attention-deficit_hyperactivity disorder,LBR,Male,2015,586.9153536,No data,No data,699.6629469,No data,0,70.18363953
Attention-deficit_hyperactivity disorder,LBY,Male,2015,688.5472446,No data,No data,7867.515731,No data,0,0
Attention-deficit_hyperactivity disorder,LTU,Male,2015,184.4972212,No data,No data,14263.96458,No data,0,920
Attention-deficit_hyperactivity disorder,LUX,Male,2015,38.30358117,No data,No data,105462.0126,Psychiatrists,17.8,5422
Attention-deficit_hyperactivity disorder,MDG,Male,2015,3246.208739,No data,No data,455.6380346,No data,0,22.81040573
Attention-deficit_hyperactivity disorder,MWI,Male,2015,2111.815064,No data,No data,544.2768727,No data,0,35.27587891
Attention-deficit_hyperactivity disorder,MYS,Male,2015,978.8350248,No data,No data,9699.600463,No data,0,370.7195435
Attention-deficit_hyperactivity disorder,MDV,Male,2015,24.39501916,No data,No data,9480.431514,No data,0,823
Attention-deficit_hyperactivity disorder,MLI,Male,2015,2433.882646,No data,No data,723.5042049,No data,0,29.7465477
Attention-deficit_hyperactivity disorder,MLT,Male,2015,27.40971818,No data,No data,24921.71418,No data,0,2243
Attention-deficit_hyperactivity disorder,MHL,Male,2015,4.679337547,No data,No data,3703.649059,No data,0,571.2527466
Attention-deficit_hyperactivity disorder,MRT,Male,2015,479.5174705,No data,No data,1562.726836,No data,0,57.40904617
Attention-deficit_hyperactivity disorder,MUS,Male,2015,55.58576934,No data,No data,9507.871337,No data,0,515.3724365
Attention-deficit_hyperactivity disorder,MEX,Male,2015,6810.22455,No data,No data,10098.17318,No data,0,558.1651001
Attention-deficit_hyperactivity disorder,FSM,Male,2015,8.86010196,No data,No data,2891.322103,No data,0,359.7853699
Attention-deficit_hyperactivity disorder,MDA,Male,2015,262.0367794,No data,No data,2749.913038,Psychiatrists,4.6,186
Attention-deficit_hyperactivity disorder,MDA,Male,2015,262.0367794,No data,No data,2749.913038,Nurses,14.8,186
Attention-deficit_hyperactivity disorder,MDA,Male,2015,262.0367794,No data,No data,2749.913038,Social workers,0.5,186
Attention-deficit_hyperactivity disorder,MDA,Male,2015,262.0367794,No data,No data,2749.913038,Psychologists,0.9,186
Attention-deficit_hyperactivity disorder,MNG,Male,2015,261.3113615,No data,No data,3919.351213,No data,0,165.8491516
Attention-deficit_hyperactivity disorder,MNE,Male,2015,44.94733058,No data,No data,6517.192675,No data,0,577
Attention-deficit_hyperactivity disorder,MAR,Male,2015,3389.77014,No data,No data,3139.228271,No data,0,162.5098114
Attention-deficit_hyperactivity disorder,MOZ,Male,2015,3663.18215,No data,No data,603.8385138,No data,0,39.91206741
Attention-deficit_hyperactivity disorder,MMR,Male,2015,2586.865808,No data,No data,1159.340201,No data,0,63
Attention-deficit_hyperactivity disorder,NAM,Male,2015,286.8680483,No data,No data,4965.672765,No data,0,495.6297913
Attention-deficit_hyperactivity disorder,NPL,Male,2015,1230.668579,No data,No data,882.3076634,No data,0,47
Attention-deficit_hyperactivity disorder,NLD,Male,2015,1032.769233,No data,No data,45193.40322,Psychiatrists,20.9,4677
Attention-deficit_hyperactivity disorder,NLD,Male,2015,1032.769233,No data,No data,45193.40322,Psychologists,123.5,4677
Attention-deficit_hyperactivity disorder,NZL,Male,2015,527.9661311,No data,No data,38630.72659,No data,0,3600.956299
Attention-deficit_hyperactivity disorder,NIC,Male,2015,539.7896846,No data,No data,2025.321432,No data,0,161.2770081
Attention-deficit_hyperactivity disorder,NER,Male,2015,2579.632661,No data,No data,481.1113011,No data,0,25.72568893
Attention-deficit_hyperactivity disorder,NGA,Male,2015,24392.32379,No data,No data,2679.554223,No data,0,96.28328705
Attention-deficit_hyperactivity disorder,MKD,Male,2015,154.4328496,No data,No data,4861.55616,No data,0,303
Attention-deficit_hyperactivity disorder,MNP,Male,2015,3.363501823,No data,No data,0,No data,0,0
Attention-deficit_hyperactivity disorder,NOR,Male,2015,252.5559736,No data,No data,74809.9658,No data,0,7566
Attention-deficit_hyperactivity disorder,OMN,Male,2015,521.9741025,No data,No data,18777.43306,Psychiatrists,1.7,765.7853394
Attention-deficit_hyperactivity disorder,OMN,Male,2015,521.9741025,No data,No data,18777.43306,Nurses,3,765.7853394
Attention-deficit_hyperactivity disorder,OMN,Male,2015,521.9741025,No data,No data,18777.43306,Psychologists,0.8,765.7853394
Attention-deficit_hyperactivity disorder,PAK,Male,2015,9442.543223,No data,No data,1421.835278,No data,0,35.0121994
Attention-deficit_hyperactivity disorder,PAN,Male,2015,303.3942276,No data,No data,13669.55944,No data,0,982.7939453
Attention-deficit_hyperactivity disorder,PNG,Male,2015,746.1653976,No data,No data,2502.073445,No data,0,45.50782776
Attention-deficit_hyperactivity disorder,PRY,Male,2015,784.5569319,No data,No data,5861.401895,No data,0,392.2241821
Attention-deficit_hyperactivity disorder,PER,Male,2015,3805.40865,No data,No data,6180.119268,No data,0,310.266449
Attention-deficit_hyperactivity disorder,PHL,Male,2015,5359.426752,No data,No data,2974.296917,No data,0,116
Attention-deficit_hyperactivity disorder,POL,Male,2015,2535.927481,No data,No data,12560.05142,No data,0,804
Attention-deficit_hyperactivity disorder,PRT,Male,2015,651.4997227,No data,No data,19250.10654,No data,0,1791
Attention-deficit_hyperactivity disorder,PRI,Male,2015,566.7551146,No data,No data,29763.4883,No data,0,0
Attention-deficit_hyperactivity disorder,QAT,Male,2015,356.9167023,No data,No data,66984.9102,No data,0,2435.445068
Attention-deficit_hyperactivity disorder,ROU,Male,2015,1296.90726,No data,No data,8976.954489,No data,0,442
Attention-deficit_hyperactivity disorder,RUS,Male,2015,9630.648949,No data,No data,9313.021484,Psychiatrists,8.5,499
Attention-deficit_hyperactivity disorder,RUS,Male,2015,9630.648949,No data,No data,9313.021484,Social workers,2.4,499
Attention-deficit_hyperactivity disorder,RUS,Male,2015,9630.648949,No data,No data,9313.021484,Psychologists,4.6,499
Attention-deficit_hyperactivity disorder,RWA,Male,2015,1518.540161,No data,No data,733.8874728,No data,0,48.80509567
Attention-deficit_hyperactivity disorder,WSM,Male,2015,16.47979786,No data,No data,4048.467113,No data,0,238.0906982
Attention-deficit_hyperactivity disorder,STP,Male,2015,25.52746274,No data,No data,1292.733055,No data,0,84.50744629
Attention-deficit_hyperactivity disorder,SAU,Male,2015,3800.034629,No data,No data,20442.36606,No data,0,1198.336304
Attention-deficit_hyperactivity disorder,SEN,Male,2015,1831.904462,No data,No data,1238.1264,No data,0,54.20389557
Attention-deficit_hyperactivity disorder,SRB,Male,2015,614.3020662,No data,No data,5588.979444,No data,0,491.25177
Attention-deficit_hyperactivity disorder,SYC,Male,2015,4.709128695,No data,No data,14894.48578,No data,0,623.9987793
Attention-deficit_hyperactivity disorder,SLE,Male,2015,949.8583716,No data,No data,581.2934118,No data,0,114.1648254
Attention-deficit_hyperactivity disorder,SGP,Male,2015,249.5062707,No data,No data,55645.60686,No data,0,2279.01709
Attention-deficit_hyperactivity disorder,SVK,Male,2015,365.6247133,No data,No data,16390.88217,No data,0,1109
Attention-deficit_hyperactivity disorder,SVN,Male,2015,129.3224795,No data,No data,20890.16643,No data,0,1776
Attention-deficit_hyperactivity disorder,SLB,Male,2015,51.88935574,No data,No data,2134.805418,No data,0,94.91165924
Attention-deficit_hyperactivity disorder,SOM,Male,2015,2160.646924,No data,No data,0,No data,0,0
Attention-deficit_hyperactivity disorder,ZAF,Male,2015,6385.280643,No data,No data,6204.929901,No data,0,499.3633423
Attention-deficit_hyperactivity disorder,SSD,Male,2015,1322.835557,No data,No data,1071.777765,No data,0,0
Attention-deficit_hyperactivity disorder,ESP,Male,2015,4736.325612,No data,No data,25754.36103,Psychiatrists,9.7,2349.09375
Attention-deficit_hyperactivity disorder,ESP,Male,2015,4736.325612,No data,No data,25754.36103,Nurses,2.9,2349.09375
Attention-deficit_hyperactivity disorder,ESP,Male,2015,4736.325612,No data,No data,25754.36103,Social workers,0.1,2349.09375
Attention-deficit_hyperactivity disorder,LKA,Male,2015,966.1041076,No data,No data,3990.353117,No data,0,147
Attention-deficit_hyperactivity disorder,LCA,Male,2015,31.47109061,No data,No data,10290.37157,No data,0,464.5744324
Attention-deficit_hyperactivity disorder,VCT,Male,2015,20.80253174,No data,No data,7386.746638,No data,0,303.9425354
Attention-deficit_hyperactivity disorder,SDN,Male,2015,4090.613057,No data,No data,1355.126099,Psychiatrists,0.1,98.24565125
Attention-deficit_hyperactivity disorder,SDN,Male,2015,4090.613057,No data,No data,1355.126099,Social workers,0.6,98.24565125
Attention-deficit_hyperactivity disorder,SUR,Male,2015,105.4686679,No data,No data,8907.837258,No data,0,517.3849487
Attention-deficit_hyperactivity disorder,SWE,Male,2015,642.0062076,No data,No data,51545.48361,No data,0,5599
Attention-deficit_hyperactivity disorder,CHE,Male,2015,574.9457385,No data,No data,83806.4476,Psychiatrists,44,9082.450195
Attention-deficit_hyperactivity disorder,CHE,Male,2015,574.9457385,No data,No data,83806.4476,Nurses,92.7,9082.450195
Attention-deficit_hyperactivity disorder,CHE,Male,2015,574.9457385,No data,No data,83806.4476,Psychologists,84.1,9082.450195
Attention-deficit_hyperactivity disorder,SYR,Male,2015,1962.436083,No data,No data,0,No data,0,0
Attention-deficit_hyperactivity disorder,TWN,Male,2015,2328.620464,No data,No data,0,No data,0,0
Attention-deficit_hyperactivity disorder,TJK,Male,2015,814.8487648,No data,No data,970.3625997,No data,0,64
Attention-deficit_hyperactivity disorder,TZA,Male,2015,6456.674534,No data,No data,929.7998047,Psychiatrists,0.1,32.90985107
Attention-deficit_hyperactivity disorder,TZA,Male,2015,6456.674534,No data,No data,929.7998047,Nurses,0.4,32.90985107
Attention-deficit_hyperactivity disorder,TZA,Male,2015,6456.674534,No data,No data,929.7998047,Social workers,0.1,32.90985107
Attention-deficit_hyperactivity disorder,TZA,Male,2015,6456.674534,No data,No data,929.7998047,Psychologists,0,32.90985107
Attention-deficit_hyperactivity disorder,THA,Male,2015,4873.252817,No data,No data,5708.794091,No data,0,219.9191132
Attention-deficit_hyperactivity disorder,TLS,Male,2015,69.89352667,No data,No data,1322.929094,No data,0,101.4206314
Attention-deficit_hyperactivity disorder,TGO,Male,2015,930.7447328,No data,No data,770.1433793,No data,0,37.41205215
Attention-deficit_hyperactivity disorder,TON,Male,2015,8.544423921,No data,No data,4117.931047,No data,0,169.9488831
Attention-deficit_hyperactivity disorder,TTO,Male,2015,234.8899818,No data,No data,18508.7705,No data,0,1039.057495
Bipolar disorder,ASM,Male,2015,24.59114073,No data,No data,0,No data,0,0
Bipolar disorder,AND,Male,2015,70.27848419,No data,No data,0,No data,0,2688.206299
Bipolar disorder,AGO,Male,2015,12083.20587,No data,No data,3217.339244,No data,0,107.6435623
Bipolar disorder,ATG,Male,2015,79.67481734,No data,No data,15985.54114,No data,0,784.6453857
Bipolar disorder,ARG,Male,2015,29986.19536,No data,No data,13789.06042,No data,0,1525.053101
Bipolar disorder,ARM,Male,2015,2051.102192,No data,No data,3666.141822,No data,0,371
Bipolar disorder,AUS,Male,2015,23033.20882,No data,No data,56758.8692,Psychiatrists,13.5,5322.971191
Bipolar disorder,AUS,Male,2015,23033.20882,No data,No data,56758.8692,Nurses,90.6,5322.971191
Bipolar disorder,AUS,Male,2015,23033.20882,No data,No data,56758.8692,Psychologists,103,5322.971191
Bipolar disorder,AUT,Male,2015,7212.577121,No data,No data,44195.81759,No data,0,4613
Bipolar disorder,BGD,Male,2015,87874.98162,No data,No data,1236.004392,No data,0,33.53680038
Bipolar disorder,BRB,Male,2015,260.3320258,No data,No data,17023.69436,Nurses,63.3,1158.393066
Bipolar disorder,BLR,Male,2015,6067.798255,No data,No data,5967.06856,No data,0,353
Bipolar disorder,BEL,Male,2015,9101.545308,No data,No data,41008.29672,No data,0,4442.401367
Bipolar disorder,BLZ,Male,2015,308.6248842,No data,No data,6098.60008,No data,0,285.8498535
Bipolar disorder,BEN,Male,2015,5386.024419,No data,No data,1041.652523,No data,0,28.41767883
Bipolar disorder,BMU,Male,2015,59.86250541,No data,No data,0,No data,0,0
Bipolar disorder,BTN,Male,2015,595.0496143,No data,No data,2695.636924,No data,0,96.52057648
Bipolar disorder,CHL,Male,2015,12806.20717,No data,No data,13567.35722,No data,0,1133.279785
Bipolar disorder,CHN,Male,2015,530651.2137,No data,No data,8016.445595,Psychiatrists,2.2,393.7799072
Bipolar disorder,CHN,Male,2015,530651.2137,No data,No data,8016.445595,Nurses,5.4,393.7799072
Bipolar disorder,COL,Male,2015,35147.87233,No data,No data,6228.651622,No data,0,468.6054382
Bipolar disorder,COM,Male,2015,411.2319215,No data,No data,1322.936775,No data,0,60.86703491
Bipolar disorder,COD,Male,2015,38973.16588,No data,No data,482.0645686,No data,0,19.13417244
Bipolar disorder,COG,Male,2015,2556.138888,No data,No data,2455.34791,No data,0,57.67850113
Bipolar disorder,CRI,Male,2015,3663.973093,No data,No data,11529.95517,No data,0,875.3497315
Bipolar disorder,CIV,Male,2015,13134.70571,No data,No data,1941.581898,No data,0,62.51667023
Bipolar disorder,HRV,Male,2015,2972.927904,No data,No data,12098.51203,No data,0,796
Bipolar disorder,CUB,Male,2015,11004.08849,No data,No data,0,No data,0,985.4190064
Bipolar disorder,CYP,Male,2015,1057.250278,No data,No data,23408.44141,Nurses,35,1596
Bipolar disorder,CYP,Male,2015,1057.250278,No data,No data,23408.44141,Social workers,0,1596
Bipolar disorder,CZE,Male,2015,7424.384526,No data,No data,17829.69832,Psychiatrists,12.4,1314.83728
Bipolar disorder,CZE,Male,2015,7424.384526,No data,No data,17829.69832,Nurses,30.4,1314.83728
Bipolar disorder,CZE,Male,2015,7424.384526,No data,No data,17829.69832,Social workers,1.2,1314.83728
Bipolar disorder,CZE,Male,2015,7424.384526,No data,No data,17829.69832,Psychologists,2.5,1314.83728
Bipolar disorder,DNK,Male,2015,4924.843087,No data,No data,53254.85637,No data,0,5532
Bipolar disorder,DJI,Male,2015,680.3746889,No data,No data,0,No data,0,80.65351105
Bipolar disorder,DMA,Male,2015,62.84214751,No data,No data,7724.042411,No data,0,398.5212402
Bipolar disorder,DOM,Male,2015,8968.46595,No data,No data,6838.936746,No data,0,322.9460754
Bipolar disorder,ECU,Male,2015,13318.33609,No data,No data,6130.586676,No data,0,466.2375183
Bipolar disorder,EGY,Male,2015,67824.77753,No data,No data,3370.382447,No data,0,173.5194397
Bipolar disorder,SLV,Male,2015,3988.666885,No data,No data,3761.51368,No data,0,329.4425049
Bipolar disorder,GNQ,Male,2015,689.5123145,No data,No data,9788.983804,No data,0,229.1193543
Bipolar disorder,ERI,Male,2015,2899.220297,No data,No data,0,No data,0,26.82466125
Bipolar disorder,EST,Male,2015,832.1971487,No data,No data,17402.03761,No data,0,1156.202759
Bipolar disorder,SWZ,Male,2015,563.2086288,No data,No data,3583.31129,No data,0,252.6778259
Bipolar disorder,ETH,Male,2015,50012.09448,No data,No data,630.3126194,No data,0,23.53430557
Bipolar disorder,FJI,Male,2015,408.8767236,No data,No data,5105.189612,No data,0,169.7298126
Bipolar disorder,FIN,Male,2015,4809.39867,No data,No data,42801.90812,No data,0,4128
Bipolar disorder,FRA,Male,2015,51702.96105,No data,No data,36652.92231,No data,0,4201.781738
Bipolar disorder,GAB,Male,2015,923.8582883,No data,No data,7090.454634,No data,0,188.4241791
Bipolar disorder,GMB,Male,2015,1049.966886,No data,No data,611.6712191,No data,0,19.42744446
Bipolar disorder,GEO,Male,2015,2473.822871,No data,No data,4014.111651,No data,0,294
Bipolar disorder,DEU,Male,2015,51695.78811,No data,No data,41103.25644,Psychiatrists,13.2,4627.35791
Bipolar disorder,DEU,Male,2015,51695.78811,No data,No data,41103.25644,Psychologists,49.6,4627.35791
Bipolar disorder,GHA,Male,2015,15811.24727,No data,No data,1711.271317,No data,0,77.74266815
Bipolar disorder,GRC,Male,2015,8658.348434,No data,No data,18083.87791,No data,0,1481.419678
Bipolar disorder,GRL,Male,2015,34.64549529,No data,No data,0,No data,0,0
Bipolar disorder,GRD,Male,2015,101.3874147,No data,No data,8379.621847,No data,0,389.3938294
Bipolar disorder,GUM,Male,2015,81.10130347,No data,No data,0,No data,0,0
Bipolar disorder,GTM,Male,2015,10580.07179,No data,No data,3994.629085,No data,0,233.4156647
Bipolar disorder,GIN,Male,2015,5362.423361,No data,No data,756.4255898,No data,0,43.94221497
Bipolar disorder,GNB,Male,2015,850.5941127,No data,No data,585.9570126,No data,0,52.38645935
Bipolar disorder,GUY,Male,2015,606.4836173,No data,No data,5668.429765,No data,0,228.0209503
Bipolar disorder,HTI,Male,2015,8171.911257,No data,No data,1405.714786,No data,0,68.24273682
Bipolar disorder,HND,Male,2015,5988.410073,No data,No data,2257.225284,No data,0,168.9259338
Bipolar disorder,HUN,Male,2015,6557.304685,No data,No data,12717.0386,No data,0,871
Bipolar disorder,ISL,Male,2015,289.4366053,No data,No data,52951.68151,No data,0,4270
Bipolar disorder,IND,Male,2015,779183.7802,No data,No data,1590.174331,No data,0,58
Bipolar disorder,IDN,Male,2015,141726.0518,No data,No data,3322.581679,No data,0,97.16175842
Bipolar disorder,IRN,Male,2015,65414.83276,No data,No data,4990.936795,No data,0,384.2598572
Bipolar disorder,IRQ,Male,2015,24484.10036,No data,No data,4416.942924,No data,0,148.3005981
Bipolar disorder,IRL,Male,2015,3430.060291,No data,No data,62179.26427,No data,0,4575.944824
Bipolar disorder,ISR,Male,2015,7062.299415,No data,No data,36206.52222,No data,0,2661
Bipolar disorder,ITA,Male,2015,45711.11698,No data,No data,30242.38614,Psychiatrists,6,2676
Bipolar disorder,ITA,Male,2015,45711.11698,No data,No data,30242.38614,Nurses,23.5,2676
Bipolar disorder,ITA,Male,2015,45711.11698,No data,No data,30242.38614,Social workers,2.6,2676
Bipolar disorder,ITA,Male,2015,45711.11698,No data,No data,30242.38614,Psychologists,3.8,2676
Bipolar disorder,JAM,Male,2015,2581.153979,No data,No data,5077.550984,Psychiatrists,1.2,285.59729
Bipolar disorder,JAM,Male,2015,2581.153979,No data,No data,5077.550984,Nurses,10.3,285.59729
Bipolar disorder,JAM,Male,2015,2581.153979,No data,No data,5077.550984,Social workers,0.5,285.59729
Bipolar disorder,JAM,Male,2015,2581.153979,No data,No data,5077.550984,Psychologists,0.4,285.59729
Bipolar disorder,JPN,Male,2015,80664.62249,No data,No data,34960.63938,No data,0,3755
Bipolar disorder,JOR,Male,2015,7796.476706,No data,No data,4064.25301,No data,0,303.2345276
Bipolar disorder,KAZ,Male,2015,10347.57062,No data,No data,10510.77032,No data,0,314
Bipolar disorder,KEN,Male,2015,25337.21977,No data,No data,1496.653573,No data,0,71.3065033
Bipolar disorder,KIR,Male,2015,42.19387841,No data,No data,1459.143983,Nurses,2.7,118
Bipolar disorder,KIR,Male,2015,42.19387841,No data,No data,1459.143983,Social workers,0.9,118
Bipolar disorder,PRK,Male,2015,9250.750883,No data,No data,0,No data,0,0
Bipolar disorder,KOR,Male,2015,31156.05285,No data,No data,28737.43917,No data,0,1894.347534
Bipolar disorder,KWT,Male,2015,3893.784528,No data,No data,29315.19851,No data,0,1235.618896
Bipolar disorder,KGZ,Male,2015,3700.661977,No data,No data,1121.082696,No data,0,81
Bipolar disorder,LAO,Male,2015,3477.933391,No data,No data,2125.459057,No data,0,52.15144348
Bipolar disorder,LVA,Male,2015,1225.349262,No data,No data,13786.4568,Psychiatrists,10,776
Bipolar disorder,LVA,Male,2015,1225.349262,No data,No data,13786.4568,Nurses,22.8,776
Bipolar disorder,LBN,Male,2015,7655.950815,No data,No data,7802.751368,Psychiatrists,1.2,578.645813
Bipolar disorder,LBN,Male,2015,7655.950815,No data,No data,7802.751368,Nurses,3.1,578.645813
Bipolar disorder,LBN,Male,2015,7655.950815,No data,No data,7802.751368,Social workers,1.3,578.645813
Bipolar disorder,LBN,Male,2015,7655.950815,No data,No data,7802.751368,Psychologists,3.3,578.645813
Bipolar disorder,LSO,Male,2015,1040.032659,No data,No data,1113.836835,No data,0,104.4047089
Bipolar disorder,LBR,Male,2015,2387.423099,No data,No data,699.6629469,No data,0,70.18363953
Bipolar disorder,LBY,Male,2015,5332.834994,No data,No data,7867.515731,No data,0,0
Bipolar disorder,LTU,Male,2015,1842.227271,No data,No data,14263.96458,No data,0,920
Bipolar disorder,LUX,Male,2015,477.1423569,No data,No data,105462.0126,Psychiatrists,17.8,5422
Bipolar disorder,MDG,Male,2015,12737.49568,No data,No data,455.6380346,No data,0,22.81040573
Bipolar disorder,MWI,Male,2015,7792.831122,No data,No data,544.2768727,No data,0,35.27587891
Bipolar disorder,MYS,Male,2015,17661.81439,No data,No data,9699.600463,No data,0,370.7195435
Bipolar disorder,MDV,Male,2015,305.2000874,No data,No data,9480.431514,No data,0,823
Bipolar disorder,MLI,Male,2015,9009.694822,No data,No data,723.5042049,No data,0,29.7465477
Bipolar disorder,MLT,Male,2015,378.888582,No data,No data,24921.71418,No data,0,2243
Bipolar disorder,MHL,Male,2015,23.05804423,No data,No data,3703.649059,No data,0,571.2527466
Bipolar disorder,MRT,Male,2015,1995.311772,No data,No data,1562.726836,No data,0,57.40904617
Bipolar disorder,MUS,Male,2015,767.9554323,No data,No data,9507.871337,No data,0,515.3724365
Bipolar disorder,MEX,Male,2015,91020.82906,No data,No data,10098.17318,No data,0,558.1651001
Bipolar disorder,FSM,Male,2015,44.44409346,No data,No data,2891.322103,No data,0,359.7853699
Bipolar disorder,MDA,Male,2015,2491.157073,No data,No data,2749.913038,Psychiatrists,4.6,186
Bipolar disorder,MDA,Male,2015,2491.157073,No data,No data,2749.913038,Nurses,14.8,186
Bipolar disorder,MDA,Male,2015,2491.157073,No data,No data,2749.913038,Social workers,0.5,186
Bipolar disorder,MDA,Male,2015,2491.157073,No data,No data,2749.913038,Psychologists,0.9,186
Bipolar disorder,MNG,Male,2015,1932.379501,No data,No data,3919.351213,No data,0,165.8491516
Bipolar disorder,MNE,Male,2015,438.9448986,No data,No data,6517.192675,No data,0,577
Bipolar disorder,MAR,Male,2015,26501.84791,No data,No data,3139.228271,No data,0,162.5098114
Bipolar disorder,MOZ,Male,2015,12566.33842,No data,No data,603.8385138,No data,0,39.91206741
Bipolar disorder,MMR,Male,2015,25716.75584,No data,No data,1159.340201,No data,0,63
Bipolar disorder,NAM,Male,2015,1238.337195,No data,No data,4965.672765,No data,0,495.6297913
Bipolar disorder,NPL,Male,2015,15373.57018,No data,No data,882.3076634,No data,0,47
Bipolar disorder,NLD,Male,2015,14527.02612,No data,No data,45193.40322,Psychiatrists,20.9,4677
Bipolar disorder,NLD,Male,2015,14527.02612,No data,No data,45193.40322,Psychologists,123.5,4677
Bipolar disorder,NZL,Male,2015,4345.256675,No data,No data,38630.72659,No data,0,3600.956299
Bipolar disorder,NIC,Male,2015,4483.821956,No data,No data,2025.321432,No data,0,161.2770081
Bipolar disorder,NER,Male,2015,8886.719852,No data,No data,481.1113011,No data,0,25.72568893
Bipolar disorder,NGA,Male,2015,96301.06766,No data,No data,2679.554223,No data,0,96.28328705
Bipolar disorder,MKD,Male,2015,1619.603103,No data,No data,4861.55616,No data,0,303
Bipolar disorder,MNP,Male,2015,25.21487017,No data,No data,0,No data,0,0
Bipolar disorder,NOR,Male,2015,4167.019739,No data,No data,74809.9658,No data,0,7566
Bipolar disorder,OMN,Male,2015,4706.667619,No data,No data,18777.43306,Psychiatrists,1.7,765.7853394
Bipolar disorder,OMN,Male,2015,4706.667619,No data,No data,18777.43306,Nurses,3,765.7853394
Bipolar disorder,OMN,Male,2015,4706.667619,No data,No data,18777.43306,Psychologists,0.8,765.7853394
Bipolar disorder,PAK,Male,2015,110318.9444,No data,No data,1421.835278,No data,0,35.0121994
Bipolar disorder,PAN,Male,2015,2909.781645,No data,No data,13669.55944,No data,0,982.7939453
Bipolar disorder,PNG,Male,2015,3359.241796,No data,No data,2502.073445,No data,0,45.50782776
Bipolar disorder,PRY,Male,2015,7088.500534,No data,No data,5861.401895,No data,0,392.2241821
Bipolar disorder,PER,Male,2015,27127.00496,No data,No data,6180.119268,No data,0,310.266449
Bipolar disorder,PHL,Male,2015,51639.0652,No data,No data,2974.296917,No data,0,116
Bipolar disorder,POL,Male,2015,26252.60078,No data,No data,12560.05142,No data,0,804
Bipolar disorder,PRT,Male,2015,8432.39281,No data,No data,19250.10654,No data,0,1791
Bipolar disorder,PRI,Male,2015,3185.13504,No data,No data,29763.4883,No data,0,0
Bipolar disorder,QAT,Male,2015,3671.232681,No data,No data,66984.9102,No data,0,2435.445068
Bipolar disorder,ROU,Male,2015,14641.06634,No data,No data,8976.954489,No data,0,442
Bipolar disorder,RUS,Male,2015,89181.33105,No data,No data,9313.021484,Psychiatrists,8.5,499
Bipolar disorder,RUS,Male,2015,89181.33105,No data,No data,9313.021484,Social workers,2.4,499
